name,allmap,map,lat,lon,insof,insplace
Bar Mood Taipei 吧沐,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7162657322533!2d121.54663049999996!3d25.04370129999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abdae220bb81%3A0xf0391805045a3335!2zQmFyIE1vb2QgVGFpcGVpIOWQp-aykC1Db2NrdGFpbCBCYXIg5aC05Zyw56ef5YCfQmlzdHJvIOaZmumkkOWuteWknCBHcmlsbCDogZrmnIPljIXloLQgQmFyIEZvb2Qg5o6o6JamIFdoaXNreQ!5e0!3m2!1szh-TW!2stw!4v1627135520256!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7162657322533!2d121.54663049999996!3d25.04370129999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abdae220bb81%3A0xf0391805045a3335!2zQmFyIE1vb2QgVGFpcGVpIOWQp-aykC1Db2NrdGFpbCBCYXIg5aC05Zyw56ef5YCfQmlzdHJvIOaZmumkkOWuteWknCBHcmlsbCDogZrmnIPljIXloLQgQmFyIEZvb2Qg5o6o6JamIFdoaXNreQ!5e0!3m2!1szh-TW!2stw!4v1627135520256!5m2!1szh-TW!2stw,25.043910283396745,121.54669487301499,https://www.instagram.com/barmood_taipei/,https://www.instagram.com/explore/locations/1961335540751839/bar-mood-taipei/
OAK,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7354051422103!2d121.54742999999998!3d25.043052!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc54b7a6bbb%3A0xa6355d635206d8f5!2sOAK!5e0!3m2!1szh-TW!2stw!4v1627135596775!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7354051422103!2d121.54742999999998!3d25.043052!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc54b7a6bbb%3A0xa6355d635206d8f5!2sOAK!5e0!3m2!1szh-TW!2stw!4v1627135596775!5m2!1szh-TW!2stw,25.04329986530182,121.54741927116417,https://www.instagram.com/oak_bar/,https://www.instagram.com/explore/locations/305258113425935/oak-bar/
Terminal One - TPE,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7379106520434!2d121.547586!3d25.042966999999994!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab62e20657ab%3A0x1f01c0e4794b7c08!2sTerminal%20One%20-%20TPE!5e0!3m2!1szh-TW!2stw!4v1627135714006!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7379106520434!2d121.547586!3d25.042966999999994!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab62e20657ab%3A0x1f01c0e4794b7c08!2sTerminal%20One%20-%20TPE!5e0!3m2!1szh-TW!2stw!4v1627135714006!5m2!1szh-TW!2stw,25.043205145268395,121.54767183068667,https://www.instagram.com/terminalone_tpe/,https://www.instagram.com/explore/locations/2005140706452043/terminal-one-tpe/
Arpia Taipei,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.743858995287!2d121.5467668!3d25.04276520000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abfd7b932749%3A0xd00e7b2e1f28739d!2sArpia%20Taipei!5e0!3m2!1szh-TW!2stw!4v1627135777044!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.743858995287!2d121.5467668!3d25.04276520000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abfd7b932749%3A0xd00e7b2e1f28739d!2sArpia%20Taipei!5e0!3m2!1szh-TW!2stw!4v1627135777044!5m2!1szh-TW!2stw,25.04293530409026,121.54682044417913,https://www.instagram.com/arpia_taipei/,https://www.instagram.com/explore/locations/103436151676694/arpia-taipei/
P.s. I Love You Bar,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7431545109907!2d121.54739970000003!3d25.042789100000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abab1e7b0b39%3A0x6cc57c92a1f24d05!2zUC5zLiBJIExvdmUgWW91IEJhciAmIEJpc3RybyB8IFAuUy4gSGVhbHRoeSBCb3gg5b6u5YGl5bq36aSQ55uSIC0g5pqr5YGc5YWn55SofOWPsOWMl-adseWNgOmFkuWQp3zppJDphZLppKh86Kq_6aOy5aSW5bi2fOWBpeW6t-mkkOebknzkvr_nlbblpJbpgIF85b-g5a2d5pWm5YyWfOW_oOWtneW-qeiIiA!5e0!3m2!1szh-TW!2stw!4v1627135862907!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7431545109907!2d121.54739970000003!3d25.042789100000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abab1e7b0b39%3A0x6cc57c92a1f24d05!2zUC5zLiBJIExvdmUgWW91IEJhciAmIEJpc3RybyB8IFAuUy4gSGVhbHRoeSBCb3gg5b6u5YGl5bq36aSQ55uSIC0g5pqr5YGc5YWn55SofOWPsOWMl-adseWNgOmFkuWQp3zppJDphZLppKh86Kq_6aOy5aSW5bi2fOWBpeW6t-mkkOebknzkvr_nlbblpJbpgIF85b-g5a2d5pWm5YyWfOW_oOWtneW-qeiIiA!5e0!3m2!1szh-TW!2stw!4v1627135862907!5m2!1szh-TW!2stw,25.042930043378366,121.54735678465669,https://www.instagram.com/p.s.iloveyoubar/,https://www.instagram.com/explore/locations/106802804512982/ps-i-love-you-bar/
昨天 Bistro & Flavor,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.69702563266!2d121.54756390000001!3d25.04435400000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abdb3ae5bec5%3A0xb6f1f2e866d3ef7d!2z5pio5aSpIEJpc3RybyAmIEZsYXZvcg!5e0!3m2!1szh-TW!2stw!4v1627135998032!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.69702563266!2d121.54756390000001!3d25.04435400000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abdb3ae5bec5%3A0xb6f1f2e866d3ef7d!2z5pio5aSpIEJpc3RybyAmIEZsYXZvcg!5e0!3m2!1szh-TW!2stw!4v1627135998032!5m2!1szh-TW!2stw,25.04459214257481,121.5475209846567,https://www.instagram.com/thedaybefore0730/,https://www.instagram.com/explore/locations/1689438374693887/bistro-flavor/
To Infinity & Beyond,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7172119545576!2d121.54787049999999!3d25.043669199999993!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab6699e2c0db%3A0x786c3722dc013964!2zVG8gSW5maW5pdHkgJiBCZXlvbmQgLSBDb2NrdGFpbCBCYXIgLyBXaGlza3kgLyBCaXN0cm8gLyDmnbHljYAgLyDphZLlkKc!5e0!3m2!1szh-TW!2stw!4v1627136069799!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7172119545576!2d121.54787049999999!3d25.043669199999993!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab6699e2c0db%3A0x786c3722dc013964!2zVG8gSW5maW5pdHkgJiBCZXlvbmQgLSBDb2NrdGFpbCBCYXIgLyBXaGlza3kgLyBCaXN0cm8gLyDmnbHljYAgLyDphZLlkKc!5e0!3m2!1szh-TW!2stw!4v1627136069799!5m2!1szh-TW!2stw,25.04378098189044,121.54802070370165,https://www.instagram.com/infinity_beyond_tpe/,https://www.instagram.com/explore/locations/114037283333854/to-infinity-and-beyond/
WA-SHU 和酒,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.731696973058!2d121.5481579!3d25.0431778!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abdad45dcb5b%3A0x6295e8865ee364e8!2zV0EtU0hVIOWSjOmFkg!5e0!3m2!1szh-TW!2stw!4v1627136231699!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.731696973058!2d121.5481579!3d25.0431778!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abdad45dcb5b%3A0x6295e8865ee364e8!2zV0EtU0hVIOWSjOmFkg!5e0!3m2!1szh-TW!2stw!4v1627136231699!5m2!1szh-TW!2stw,25.043357623711824,121.54815789999999,https://www.instagram.com/washu.taipei/,https://www.instagram.com/explore/locations/589365934407046/wa-shu/
Herban Kitchen & Bar 二本餐廳,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7381759408536!2d121.54826100000004!3d25.042958000000013!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abdad2ee4777%3A0x53120d6df3d63300!2zSGVyYmFuIEtpdGNoZW4gJiBCYXIg5LqM5pys6aSQ5buz!5e0!3m2!1szh-TW!2stw!4v1627136302398!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7381759408536!2d121.54826100000004!3d25.042958000000013!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abdad2ee4777%3A0x53120d6df3d63300!2zSGVyYmFuIEtpdGNoZW4gJiBCYXIg5LqM5pys6aSQ5buz!5e0!3m2!1szh-TW!2stw!4v1627136302398!5m2!1szh-TW!2stw,25.043128103822816,121.54828245767169,https://www.instagram.com/herban_kitchen/,https://www.instagram.com/explore/locations/239203331/herban-kitchen-bar/
Closet Restaurant & Bar,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7512693066515!2d121.5481451!3d25.042513800000016!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abdad5d12413%3A0x9d0ecbfd2b7ffa80!2zQ2xvc2V0IOiho-arpemkkOmFki3lpKflronppJDphZLppKjmjqjolqYv5aSn5a6J576O6aOf5o6o6JamL-adseWNgOmkkOmFkumkqOaOqOiWpi_mnbHljYDnvo7po5_mjqjolqYv5Y-w5YyX576O6aOf5o6o6JamL-Wkp-WuiemFkuWQpy_mnbHljYDphZLlkKcv5Y-w5YyX6aSQ6YWS6aSo5o6o6JamL-WPsOWMl-mFkuWQp-aOqOiWpg!5e0!3m2!1szh-TW!2stw!4v1627136378647!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7512693066515!2d121.5481451!3d25.042513800000016!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abdad5d12413%3A0x9d0ecbfd2b7ffa80!2zQ2xvc2V0IOiho-arpemkkOmFki3lpKflronppJDphZLppKjmjqjolqYv5aSn5a6J576O6aOf5o6o6JamL-adseWNgOmkkOmFkumkqOaOqOiWpi_mnbHljYDnvo7po5_mjqjolqYv5Y-w5YyX576O6aOf5o6o6JamL-Wkp-WuiemFkuWQpy_mnbHljYDphZLlkKcv5Y-w5YyX6aSQ6YWS6aSo5o6o6JamL-WPsOWMl-mFkuWQp-aOqOiWpg!5e0!3m2!1szh-TW!2stw!4v1627136378647!5m2!1szh-TW!2stw,25.042683904438984,121.54797343862668,https://www.instagram.com/closet_taipei/,https://www.instagram.com/explore/locations/1025293385/closet-restaurant-bar/
AQUA Lounge,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.8319794199288!2d121.55221470000001!3d25.039775499999987!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab1c0d695c35%3A0xffa0a33dd29c9348!2sAQUA%20Lounge!5e0!3m2!1szh-TW!2stw!4v1627136747573!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.8319794199288!2d121.55221470000001!3d25.039775499999987!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab1c0d695c35%3A0xffa0a33dd29c9348!2sAQUA%20Lounge!5e0!3m2!1szh-TW!2stw!4v1627136747573!5m2!1szh-TW!2stw,25.040013651465838,121.55232198835836,https://www.instagram.com/_aqua_lounge_/,https://www.instagram.com/explore/locations/100454771625538/aqua-lounge-featlpg/
MOD Public Bar,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.8581097713104!2d121.55138889999999!3d25.038888900000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abcf75a6e721%3A0xbdc12dd99e985a2a!2z5pGp5b6X6aSQ5Z2K!5e0!3m2!1szh-TW!2stw!4v1627136827436!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.8581097713104!2d121.55138889999999!3d25.038888900000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abcf75a6e721%3A0xbdc12dd99e985a2a!2z5pGp5b6X6aSQ5Z2K!5e0!3m2!1szh-TW!2stw!4v1627136827436!5m2!1szh-TW!2stw,25.03902984786064,121.55147473068665,https://www.instagram.com/modpublicbar/,https://www.instagram.com/explore/locations/100486866682266/mod-public-bar/
花酒蔵 餐酒館 Aplus Dining Sake Bar,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.8609685548777!2d121.5508154!3d25.038791900000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abcfa1e96f79%3A0x5b160770c433ee4a!2z6Iqx6YWS6JS1IOmkkOmFkumkqCBBcGx1cyBEaW5pbmcgU2FrZSBCYXI!5e0!3m2!1szh-TW!2stw!4v1627136894371!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.8609685548777!2d121.5508154!3d25.038791900000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abcfa1e96f79%3A0x5b160770c433ee4a!2z6Iqx6YWS6JS1IOmkkOmFkumkqCBBcGx1cyBEaW5pbmcgU2FrZSBCYXI!5e0!3m2!1szh-TW!2stw!4v1627136894371!5m2!1szh-TW!2stw,25.038952289058987,121.55087977301501,https://www.instagram.com/aplusdiningsakebar/,https://www.instagram.com/explore/locations/216563802/aplus-dining-sake-bar/
Draft Land,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7965461532744!2d121.55404480000001!3d25.040977700000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc5df1d0ba5%3A0xf89017c20c5d3c86!2sDraft%20Land!5e0!3m2!1szh-TW!2stw!4v1627136984888!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7965461532744!2d121.55404480000001!3d25.040977700000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc5df1d0ba5%3A0xf89017c20c5d3c86!2sDraft%20Land!5e0!3m2!1szh-TW!2stw!4v1627136984888!5m2!1szh-TW!2stw,25.041254730578363,121.55404479999999,https://www.instagram.com/draftland/,https://www.instagram.com/explore/locations/1596995943682073/draft-land/
墨子 | Mozi & Bar,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.8319705780204!2d121.5524022!3d25.039775800000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab45242a9ce9%3A0x72e7317624d8a31b!2z5aKo5a2QIEkgTU9aSQ!5e0!3m2!1szh-TW!2stw!4v1627137061537!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.8319705780204!2d121.5524022!3d25.039775800000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab45242a9ce9%3A0x72e7317624d8a31b!2z5aKo5a2QIEkgTU9aSQ!5e0!3m2!1szh-TW!2stw!4v1627137061537!5m2!1szh-TW!2stw,25.039994510546656,121.55247730185081,https://www.instagram.com/mozisalon/,https://www.instagram.com/explore/locations/769565746555553/i-mozi/
John Sakamoto坂本ジョン,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.840532445482!2d121.55393540000003!3d25.03948529999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab5515ec5253%3A0x174e0ee8e0463edf!2sJohn%20Sakamoto!5e0!3m2!1szh-TW!2stw!4v1627137289465!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.840532445482!2d121.55393540000003!3d25.03948529999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab5515ec5253%3A0x174e0ee8e0463edf!2sJohn%20Sakamoto!5e0!3m2!1szh-TW!2stw!4v1627137289465!5m2!1szh-TW!2stw,25.039713731547376,121.553999773015,https://www.instagram.com/john.sakamoto/,https://www.instagram.com/explore/locations/103692167917875/john-sakamoto/
Book ing Taipei,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.861210224766!2d121.55447489999999!3d25.038783700000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab687fee0a75%3A0xbbbc211da00eb2e4!2zQm9vayBpbmcv5p2x5Y2A5o6o6JamL-WkluW4ti_ppJDphZIv6YWS5ZCnL-mkkOW7sy_mmZrppJA!5e0!3m2!1szh-TW!2stw!4v1627137370065!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.861210224766!2d121.55447489999999!3d25.038783700000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab687fee0a75%3A0xbbbc211da00eb2e4!2zQm9vayBpbmcv5p2x5Y2A5o6o6JamL-WkluW4ti_ppJDphZIv6YWS5ZCnL-mkkOW7sy_mmZrppJA!5e0!3m2!1szh-TW!2stw!4v1627137370065!5m2!1szh-TW!2stw,25.03901213285409,121.5545178153433,https://www.instagram.com/booking_taipei/,https://www.instagram.com/explore/locations/2363007833714575/book-ing-taipei/
B612 Restaurant & Bar,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.820387593942!2d121.5551725!3d25.040168800000007!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc613fa18f1%3A0x60e82c97c1569a2c!2zQjYxMiBSZXN0YXVyYW50ICYgQmFyIC0gQjYxMumkkOmFkumkqA!5e0!3m2!1szh-TW!2stw!4v1627137488110!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.820387593942!2d121.5551725!3d25.040168800000007!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc613fa18f1%3A0x60e82c97c1569a2c!2zQjYxMiBSZXN0YXVyYW50ICYgQmFyIC0gQjYxMumkkOmFkumkqA!5e0!3m2!1szh-TW!2stw!4v1627137488110!5m2!1szh-TW!2stw,25.040338907691588,121.55519395767169,https://www.instagram.com/b612_restaurant_bar/,https://www.instagram.com/explore/locations/387725725015415/b612-restaurant-bar/
Oopsy Daisy Garden,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.846297285647!2d121.5545759!3d25.039289699999994!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc1bb49e739%3A0x1bce16dfa0c4f28e!2sOopsy%20Daisy%20Garden!5e0!3m2!1szh-TW!2stw!4v1627137579704!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.846297285647!2d121.5545759!3d25.039289699999994!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc1bb49e739%3A0x1bce16dfa0c4f28e!2sOopsy%20Daisy%20Garden!5e0!3m2!1szh-TW!2stw!4v1627137579704!5m2!1szh-TW!2stw,25.039450088408003,121.5545759,https://www.instagram.com/oopsydaisygarden/,https://www.instagram.com/explore/locations/2101498623503368/oopsy-daisy-garden/
Le Kief 菱玖洋服,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.8561881913784!2d121.55582219999998!3d25.038954100000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc89e1880d9%3A0x57bdfeffd9034d90!2zTGUgS2llZiDoj7HnjpbmtIvmnI0!5e0!3m2!1szh-TW!2stw!4v1627137656807!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.8561881913784!2d121.55582219999998!3d25.038954100000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc89e1880d9%3A0x57bdfeffd9034d90!2zTGUgS2llZiDoj7HnjpbmtIvmnI0!5e0!3m2!1szh-TW!2stw!4v1627137656807!5m2!1szh-TW!2stw,25.03907560672144,121.5558329288358,https://www.instagram.com/le.kief.09/,https://www.instagram.com/explore/locations/1779269992350949/le-kief/
JokeR Bistro & Bar,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.6838871489645!2d121.55141259999999!3d25.0447997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc47d05a115%3A0x3fc398ab8af40f5a!2sJokeR%20Bistro%20%26%20Bar!5e0!3m2!1szh-TW!2stw!4v1627137775375!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.6838871489645!2d121.55141259999999!3d25.0447997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc47d05a115%3A0x3fc398ab8af40f5a!2sJokeR%20Bistro%20%26%20Bar!5e0!3m2!1szh-TW!2stw!4v1627137775375!5m2!1szh-TW!2stw,25.044794839960314,121.55142332883582,https://www.instagram.com/jokertaipei/,https://www.instagram.com/explore/locations/272750266468683/joker-bistro-bar/
THE BED SHISHA LOUNGE,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.70604586952!2d121.55185599999997!3d25.044047999999997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc467b26c13%3A0xbdf95ca5d44201e0!2sTHE%20BED%20Shisha%20Lounge!5e0!3m2!1szh-TW!2stw!4v1627137849220!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.70604586952!2d121.55185599999997!3d25.044047999999997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442abc467b26c13%3A0xbdf95ca5d44201e0!2sTHE%20BED%20Shisha%20Lounge!5e0!3m2!1szh-TW!2stw!4v1627137849220!5m2!1szh-TW!2stw,25.044101460751694,121.55187745767167,https://www.instagram.com/thebedshishalounge/,https://www.instagram.com/explore/locations/217477395/the-bed-shisha-lounge/
紙醉金迷Relax Taipei,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7214655193116!2d121.55326079999996!3d25.04352489999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab53f5636bc5%3A0xd416055d0349881!2z57SZ6YaJ6YeR6L-3IFJFTEFYIFRBSVBFSQ!5e0!3m2!1szh-TW!2stw!4v1627137950273!5m2!1szh-TW!2stw"" width=""400"" height=""300"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3614.7214655193116!2d121.55326079999996!3d25.04352489999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3442ab53f5636bc5%3A0xd416055d0349881!2z57SZ6YaJ6YeR6L-3IFJFTEFYIFRBSVBFSQ!5e0!3m2!1szh-TW!2stw!4v1627137950273!5m2!1szh-TW!2stw,25.043568640803326,121.55327152883582,https://www.instagram.com/relaxtaipei/,https://www.instagram.com/explore/locations/1105101152979334/relax-taipei/
